ID;Beweging;TrajectName;Timestamp;ShipID;CEMTKlasse;Width;Length
2215960;IN;Traject3;2018-05-01 00:06:30.787;0;III;8.0;73.0
2216094;IN;Traject2;2018-05-01 00:14:20.717;0;III;8.0;73.0
2216388;IN;Traject1;2018-05-01 00:35:20.773;0;III;8.0;73.0
2218087;IN;Traject6;2018-05-15 01:15:43.030;1;III;8.0;73.0
2218492;IN;Traject5;2018-05-15 01:51:12.613;1;III;8.0;73.0
2226865;IN;Traject4;2018-05-15 06:17:22.940;1;III;8.0;73.0
2227072;IN;Traject3;2018-05-15 06:23:18.300;1;III;8.0;73.0
2227243;IN;Traject2;2018-05-15 06:31:02.020;1;III;8.0;73.0
2227617;IN;Traject1;2018-05-15 06:50:47.503;1;III;8.0;73.0
2229874;IN;Traject1;2018-05-20 12:04:01.313;2;III;8.0;73.0
2230091;IN;Traject2;2018-05-20 12:18:41.503;2;III;8.0;73.0
2230496;IN;Traject3;2018-05-20 12:36:21.097;2;III;8.0;73.0
2230621;IN;Traject4;2018-05-20 12:43:47.317;2;III;8.0;73.0
2230659;IN;Traject5;2018-05-20 12:50:26.567;2;III;8.0;73.0
2232008;IN;Traject6;2018-05-20 13:40:37.167;2;III;8.0;73.0
58450;IN;Traject1;2018-05-15 09:06:55.863;3;I;5.0;39.0
59108;IN;Traject2;2018-05-15 09:21:11.193;3;I;5.0;39.0
60204;IN;Traject3;2018-05-15 09:42:30.383;3;I;5.0;39.0
60287;IN;Traject4;2018-05-15 09:49:29.810;3;I;5.0;39.0
60324;IN;Traject5;2018-05-15 09:55:40.427;3;I;5.0;39.0
61250;IN;Traject6;2018-05-15 10:41:00.540;3;I;5.0;39.0
2382230;IN;Traject6;2018-05-08 06:21:20.933;4;III;8.0;55.0
2382735;IN;Traject5;2018-05-08 07:01:50.453;4;III;8.0;55.0
2383068;IN;Traject4;2018-05-08 07:28:20.467;4;III;8.0;55.0
2383148;IN;Traject3;2018-05-08 07:34:30.997;4;III;8.0;55.0
2383240;IN;Traject2;2018-05-08 07:42:40.723;4;III;8.0;55.0
2383543;IN;Traject1;2018-05-14 09:13:16.450;4;III;8.0;55.0
2383798;IN;Traject2;2018-05-14 09:27:45.787;5;III;8.0;55.0
2384378;IN;Traject3;2018-05-14 10:06:55.893;6;III;8.0;55.0
2384600;IN;Traject4;2018-05-14 10:14:56.563;7;III;8.0;55.0
2384638;IN;Traject5;2018-05-14 10:21:35.963;8;III;8.0;55.0
2385187;IN;Traject6;2018-05-14 11:02:05.673;9;III;8.0;55.0
30672;IN;Traject6;2018-05-23 21:53:22.330;10;IV;9.0;80.0
45780;IN;Traject5;2018-05-24 06:54:32.970;10;IV;9.0;80.0
46217;IN;Traject4;2018-05-24 07:16:32.853;10;IV;9.0;80.0
46433;IN;Traject3;2018-05-24 07:23:32.663;10;IV;9.0;80.0
46620;IN;Traject2;2018-05-24 07:33:03.273;10;IV;9.0;80.0
47008;IN;Traject1;2018-05-24 07:55:58.110;10;IV;9.0;80.0
48761;IN;Traject1;2018-05-29 21:53:34.507;11;IV;9.0;80.0
49029;IN;Traject2;2018-05-29 22:05:57.623;11;IV;9.0;80.0
49201;IN;Traject3;2018-05-29 22:21:41.610;11;IV;9.0;80.0
49373;IN;Traject4;2018-05-29 22:28:41.643;11;IV;9.0;80.0
49553;IN;Traject5;2018-05-29 22:36:41.997;11;IV;9.0;80.0
50449;IN;Traject6;2018-05-29 23:08:51.693;11;IV;9.0;80.0
2629231;IN;Traject1;2018-05-29 16:01:02.083;12;III;8.0;77.0
2629364;IN;Traject2;2018-05-29 16:12:31.723;12;III;8.0;77.0
2629471;IN;Traject3;2018-05-29 16:27:19.203;12;III;8.0;77.0
2629538;IN;Traject4;2018-05-29 16:33:11.153;12;III;8.0;77.0
2629559;IN;Traject5;2018-05-29 16:37:58.173;12;III;8.0;77.0
2629956;IN;Traject6;2018-05-29 17:06:03.450;12;III;8.0;77.0
2695535;IN;Traject6;2018-05-08 05:52:18.580;13;IV;9.0;90.0
2696233;IN;Traject5;2018-05-08 06:30:10.793;13;IV;9.0;90.0
2696587;IN;Traject4;2018-05-08 06:53:09.487;13;IV;9.0;90.0
2696708;IN;Traject3;2018-05-08 06:58:49.940;13;IV;9.0;90.0
2696843;IN;Traject2;2018-05-08 07:07:09.777;13;IV;9.0;90.0
2697698;IN;Traject1;2018-05-08 07:33:09.583;13;IV;9.0;90.0
2698198;IN;Traject6;2018-05-16 13:22:14.083;14;IV;9.0;90.0
2698198;IN;Traject1;2018-05-16 13:22:14.083;15;IV;9.0;90.0
2700134;IN;Traject6;2018-05-24 21:03:53.083;16;IV;9.0;90.0
2701192;IN;Traject5;2018-05-24 21:54:04.573;16;IV;9.0;90.0
2710619;IN;Traject4;2018-05-25 05:01:34.810;16;IV;9.0;90.0
2710709;IN;Traject3;2018-05-25 05:09:14.663;16;IV;9.0;90.0
2710803;IN;Traject2;2018-05-25 05:19:10.647;16;IV;9.0;90.0
2711299;IN;Traject1;2018-05-25 05:45:21.327;16;IV;9.0;90.0
2713828;IN;Traject1;2018-05-30 16:28:18.260;17;IV;9.0;90.0
2713903;IN;Traject2;2018-05-30 16:40:10.330;17;IV;9.0;90.0
2714437;IN;Traject3;2018-05-30 17:00:29.423;17;IV;9.0;90.0
2714526;IN;Traject4;2018-05-30 17:07:43.007;17;IV;9.0;90.0
2714643;IN;Traject5;2018-05-30 17:13:29.047;17;IV;9.0;90.0
2715676;IN;Traject6;2018-05-30 18:06:45.567;17;IV;9.0;90.0
4384041;IN;Traject6;2018-05-03 18:20:19.690;18;IV;8.0;85.0
4384208;IN;Traject5;2018-05-03 18:50:09.293;18;IV;8.0;85.0
4384335;IN;Traject4;2018-05-03 19:11:38.750;18;IV;8.0;85.0
4384368;IN;Traject3;2018-05-03 19:17:08.813;18;IV;8.0;85.0
4384400;IN;Traject2;2018-05-03 19:23:29.980;18;IV;8.0;85.0
4384491;IN;Traject1;2018-05-03 19:40:30.597;18;IV;8.0;85.0
4388171;IN;Traject1;2018-05-04 15:20:44.210;19;IV;8.0;85.0
4388233;IN;Traject2;2018-05-04 15:33:54.790;19;IV;8.0;85.0
4388282;IN;Traject3;2018-05-04 15:46:59.143;19;IV;8.0;85.0
4388307;IN;Traject4;2018-05-04 15:52:20.197;19;IV;8.0;85.0
4388333;IN;Traject5;2018-05-04 15:58:10.463;19;IV;8.0;85.0
4388481;IN;Traject6;2018-05-04 16:23:49.710;19;IV;8.0;85.0
4389992;IN;Traject6;2018-05-14 22:52:08.687;20;IV;8.0;85.0
4390200;IN;Traject5;2018-05-14 23:29:14.660;20;IV;8.0;85.0
4390355;IN;Traject4;2018-05-14 23:55:24.100;20;IV;8.0;85.0
4390394;IN;Traject3;2018-05-15 00:01:52.607;20;IV;8.0;85.0
4390434;IN;Traject2;2018-05-15 00:09:33.023;20;IV;8.0;85.0
4390550;IN;Traject1;2018-05-15 00:31:13.353;20;IV;8.0;85.0
4394604;IN;Traject1;2018-05-15 08:07:41.450;21;IV;8.0;85.0
4394736;IN;Traject2;2018-05-15 08:21:14.360;21;IV;8.0;85.0
4394833;IN;Traject3;2018-05-15 08:38:43.473;21;IV;8.0;85.0
4394866;IN;Traject4;2018-05-15 08:45:14.423;21;IV;8.0;85.0
4394896;IN;Traject5;2018-05-15 08:50:13.753;21;IV;8.0;85.0
4395066;IN;Traject6;2018-05-15 09:20:09.000;21;IV;8.0;85.0
4397936;IN;Traject6;2018-05-17 21:34:58.253;22;IV;8.0;85.0
4404940;IN;Traject6;2018-05-23 02:08:54.687;23;IV;8.0;85.0
4410079;IN;Traject6;2018-05-25 20:41:55.630;24;IV;8.0;85.0
4415120;IN;Traject6;2018-05-28 20:26:15.920;25;IV;8.0;85.0
4416236;IN;Traject6;2018-05-30 10:34:26.047;26;IV;8.0;85.0
2800591;IN;Traject6;2018-05-07 22:02:06.030;27;III;6.0;55.0
2801244;IN;Traject5;2018-05-07 22:40:52.170;27;III;6.0;55.0
2811698;IN;Traject4;2018-05-08 06:14:02.037;27;III;6.0;55.0
2811731;IN;Traject3;2018-05-08 06:19:31.803;27;III;6.0;55.0
2811907;IN;Traject2;2018-05-08 06:27:01.007;27;III;6.0;55.0
2812473;IN;Traject1;2018-05-08 06:49:16.530;27;III;6.0;55.0
1175685;IN;Traject6;2018-05-26 11:03:10.247;28;I;5.0;38.0
1175799;IN;Traject5;2018-05-26 11:31:57.237;28;I;5.0;38.0
1175961;IN;Traject4;2018-05-26 11:53:14.003;28;I;5.0;38.0
1175986;IN;Traject3;2018-05-26 11:57:59.333;28;I;5.0;38.0
1176060;IN;Traject2;2018-05-26 12:04:15.113;28;I;5.0;38.0
1176146;IN;Traject1;2018-05-26 12:18:44.000;28;I;5.0;38.0
2696261;IN;Traject1;2018-05-22 11:07:25.233;29;III;6.0;75.0
2696418;IN;Traject2;2018-05-22 11:20:01.633;29;III;6.0;75.0
2696644;IN;Traject3;2018-05-22 11:35:13.877;29;III;6.0;75.0
2696657;IN;Traject4;2018-05-22 11:42:08.247;29;III;6.0;75.0
2696680;IN;Traject5;2018-05-22 11:46:47.357;29;III;6.0;75.0
2697040;IN;Traject6;2018-05-22 12:14:07.310;29;III;6.0;75.0
2660566;IN;Traject1;2018-05-11 09:06:32.323;30;I;5.0;39.0
2660882;IN;Traject2;2018-05-11 09:23:01.257;30;I;5.0;39.0
2661206;IN;Traject3;2018-05-11 09:43:59.070;30;I;5.0;39.0
2661340;IN;Traject4;2018-05-11 09:52:25.027;30;I;5.0;39.0
2661422;IN;Traject5;2018-05-11 09:58:49.227;30;I;5.0;39.0
2661656;IN;Traject6;2018-05-11 10:24:45.380;30;I;5.0;39.0
2663823;IN;Traject6;2018-05-14 15:38:26.773;31;I;5.0;39.0
2664334;IN;Traject5;2018-05-14 16:06:10.100;31;I;5.0;39.0
2664412;IN;Traject4;2018-05-14 16:23:36.703;31;I;5.0;39.0
2664568;IN;Traject3;2018-05-14 16:27:55.563;31;I;5.0;39.0
2664600;IN;Traject2;2018-05-14 16:33:44.827;31;I;5.0;39.0
2664763;IN;Traject1;2018-05-14 16:47:23.923;31;I;5.0;39.0
2665742;IN;Traject1;2018-05-25 07:03:21.093;32;I;5.0;39.0
2666146;IN;Traject2;2018-05-25 07:20:30.597;32;I;5.0;39.0
2666580;IN;Traject3;2018-05-25 07:41:50.180;32;I;5.0;39.0
2666853;IN;Traject4;2018-05-25 07:50:40.280;32;I;5.0;39.0
2667077;IN;Traject5;2018-05-25 07:58:59.710;32;I;5.0;39.0
2667112;IN;Traject6;2018-05-25 09:03:04.093;32;I;5.0;39.0
2669634;IN;Traject6;2018-05-28 15:29:26.070;33;I;5.0;39.0
2670239;IN;Traject5;2018-05-28 16:06:07.490;33;I;5.0;39.0
2670278;IN;Traject4;2018-05-28 16:37:03.673;33;I;5.0;39.0
2670483;IN;Traject3;2018-05-28 16:41:53.330;33;I;5.0;39.0
2670562;IN;Traject2;2018-05-28 16:48:23.213;33;I;5.0;39.0
2670740;IN;Traject1;2018-05-28 17:03:44.600;33;I;5.0;39.0
851859;IN;Traject1;2018-05-03 14:12:03.387;34;I;5.0;39.0
852515;IN;Traject2;2018-05-03 14:23:46.637;34;I;5.0;39.0
852693;IN;Traject3;2018-05-03 14:37:39.540;34;I;5.0;39.0
852772;IN;Traject4;2018-05-03 14:43:29.350;34;I;5.0;39.0
852799;IN;Traject5;2018-05-03 14:48:08.690;34;I;5.0;39.0
854068;IN;Traject6;2018-05-03 15:38:39.000;34;I;5.0;39.0
856554;IN;Traject6;2018-05-05 11:25:49.953;35;I;5.0;39.0
857580;IN;Traject5;2018-05-05 12:12:30.757;35;I;5.0;39.0
858587;IN;Traject4;2018-05-05 12:41:09.933;35;I;5.0;39.0
858614;IN;Traject3;2018-05-05 12:45:39.657;35;I;5.0;39.0
858779;IN;Traject2;2018-05-05 12:51:09.923;35;I;5.0;39.0
859560;IN;Traject1;2018-05-05 13:04:00.100;35;I;5.0;39.0
861286;IN;Traject1;2018-05-08 13:07:56.043;36;I;5.0;39.0
861819;IN;Traject2;2018-05-08 13:20:35.727;36;I;5.0;39.0
862729;IN;Traject3;2018-05-08 13:36:29.330;36;I;5.0;39.0
862854;IN;Traject4;2018-05-08 13:42:58.253;36;I;5.0;39.0
862883;IN;Traject5;2018-05-08 13:47:48.953;36;I;5.0;39.0
863366;IN;Traject6;2018-05-08 14:09:58.380;36;I;5.0;39.0
872082;IN;Traject5;2018-05-08 18:52:39.227;37;I;5.0;39.0
872534;IN;Traject4;2018-05-08 19:17:07.883;38;I;5.0;39.0
872557;IN;Traject3;2018-05-08 19:20:58.630;39;I;5.0;39.0
872763;IN;Traject2;2018-05-08 19:26:08.013;40;I;5.0;39.0
873051;IN;Traject1;2018-05-08 19:38:19.270;41;I;5.0;39.0
875239;IN;Traject1;2018-05-11 13:58:33.977;42;I;5.0;39.0
875914;IN;Traject2;2018-05-11 14:12:04.360;42;I;5.0;39.0
876363;IN;Traject3;2018-05-11 14:27:56.650;42;I;5.0;39.0
876799;IN;Traject4;2018-05-11 14:34:37.337;42;I;5.0;39.0
876830;IN;Traject5;2018-05-11 14:39:56.677;42;I;5.0;39.0
878114;IN;Traject6;2018-05-11 15:18:27.913;42;I;5.0;39.0
1011583;IN;Traject5;2018-05-14 10:17:23.620;43;I;5.0;39.0
1012369;IN;Traject4;2018-05-14 10:38:32.553;44;I;5.0;39.0
1012392;IN;Traject3;2018-05-14 10:42:23.467;45;I;5.0;39.0
1012688;IN;Traject2;2018-05-14 10:47:42.810;46;I;5.0;39.0
1013201;IN;Traject1;2018-05-14 10:59:52.463;47;I;5.0;39.0
1015805;IN;Traject1;2018-05-16 13:07:44.227;48;I;5.0;39.0
1016464;IN;Traject2;2018-05-16 13:20:30.180;48;I;5.0;39.0
1017095;IN;Traject3;2018-05-16 13:35:56.970;48;I;5.0;39.0
1017397;IN;Traject4;2018-05-16 13:42:26.050;48;I;5.0;39.0
1017777;IN;Traject5;2018-05-16 13:47:16.643;48;I;5.0;39.0
1018691;IN;Traject6;2018-05-16 14:15:16.273;48;I;5.0;39.0
1023954;IN;Traject6;2018-05-17 13:12:36.443;49;I;5.0;39.0
1025121;IN;Traject5;2018-05-17 13:39:37.213;49;I;5.0;39.0
1025778;IN;Traject4;2018-05-17 14:01:16.690;49;I;5.0;39.0
1025802;IN;Traject3;2018-05-17 14:05:16.677;49;I;5.0;39.0
1026011;IN;Traject2;2018-05-17 14:10:47.147;49;I;5.0;39.0
1026617;IN;Traject1;2018-05-17 14:23:46.623;49;I;5.0;39.0
1029769;IN;Traject1;2018-05-19 12:43:22.417;50;I;5.0;39.0
1030556;IN;Traject2;2018-05-19 12:55:16.970;50;I;5.0;39.0
1031482;IN;Traject3;2018-05-19 13:09:52.490;50;I;5.0;39.0
1032004;IN;Traject4;2018-05-19 13:16:11.623;50;I;5.0;39.0
1032119;IN;Traject5;2018-05-19 13:20:43.233;50;I;5.0;39.0
1032789;IN;Traject6;2018-05-19 13:44:56.577;50;I;5.0;39.0
1036206;IN;Traject6;2018-05-23 15:39:41.977;51;I;5.0;39.0
1037264;IN;Traject5;2018-05-23 16:10:01.867;51;I;5.0;39.0
1037628;IN;Traject4;2018-05-23 16:27:01.857;51;I;5.0;39.0
1037652;IN;Traject3;2018-05-23 16:31:11.113;51;I;5.0;39.0
1037727;IN;Traject2;2018-05-23 16:36:41.157;51;I;5.0;39.0
1037936;IN;Traject1;2018-05-23 16:49:31.337;51;I;5.0;39.0
1040525;IN;Traject1;2018-05-24 20:56:19.490;52;I;5.0;39.0
1040774;IN;Traject2;2018-05-24 21:06:56.820;52;I;5.0;39.0
1040946;IN;Traject3;2018-05-24 21:20:02.750;52;I;5.0;39.0
1041024;IN;Traject4;2018-05-24 21:25:41.400;52;I;5.0;39.0
1041929;IN;Traject5;2018-05-24 21:29:51.587;52;I;5.0;39.0
1042214;IN;Traject6;2018-05-24 21:49:01.427;52;I;5.0;39.0
1057755;IN;Traject5;2018-05-27 12:36:21.077;53;I;5.0;39.0
1058367;IN;Traject4;2018-05-27 13:05:11.400;54;I;5.0;39.0
1058436;IN;Traject3;2018-05-27 13:09:21.293;55;I;5.0;39.0
1058777;IN;Traject2;2018-05-27 13:14:51.653;56;I;5.0;39.0
1059428;IN;Traject1;2018-05-27 13:28:21.030;57;I;5.0;39.0
1062618;IN;Traject1;2018-05-29 13:33:14.703;58;I;5.0;39.0
1063191;IN;Traject2;2018-05-29 13:44:54.637;58;I;5.0;39.0
1063374;IN;Traject3;2018-05-29 13:58:55.270;58;I;5.0;39.0
1063585;IN;Traject4;2018-05-29 14:04:55.823;58;I;5.0;39.0
1063660;IN;Traject5;2018-05-29 14:10:05.710;58;I;5.0;39.0
1064178;IN;Traject6;2018-05-29 14:37:46.253;58;I;5.0;39.0
1116500;IN;Traject5;2018-05-30 19:29:25.743;59;I;5.0;39.0
1117225;IN;Traject4;2018-05-30 20:02:35.247;60;I;5.0;39.0
1117247;IN;Traject3;2018-05-30 20:06:36.073;61;I;5.0;39.0
1117370;IN;Traject2;2018-05-30 20:12:26.533;62;I;5.0;39.0
1117626;IN;Traject1;2018-05-30 20:26:05.927;63;I;5.0;39.0
757245;IN;Traject5;2018-05-06 15:14:27.083;64;IV;9.0;85.0
757282;IN;Traject6;2018-05-06 15:30:06.257;64;IV;9.0;85.0
267812;IN;Traject1;2018-05-05 17:38:12.723;65;III;5.0;60.0
268229;IN;Traject2;2018-05-05 17:51:21.057;65;III;5.0;60.0
268670;IN;Traject3;2018-05-05 18:07:36.603;65;III;5.0;60.0
268701;IN;Traject4;2018-05-05 18:14:09.127;65;III;5.0;60.0
268813;IN;Traject5;2018-05-05 18:18:42.673;65;III;5.0;60.0
294111;IN;Traject6;2018-05-06 10:30:45.790;65;III;5.0;60.0
297230;IN;Traject6;2018-05-17 23:50:33.457;66;III;5.0;60.0
298273;IN;Traject5;2018-05-18 00:27:43.197;66;III;5.0;60.0
307770;IN;Traject4;2018-05-18 05:35:09.060;66;III;5.0;60.0
307931;IN;Traject3;2018-05-18 05:40:29.180;66;III;5.0;60.0
308104;IN;Traject2;2018-05-18 05:47:44.750;66;III;5.0;60.0
308281;IN;Traject1;2018-05-18 06:05:15.103;66;III;5.0;60.0
3553647;IN;Traject6;2018-05-14 23:15:22.197;67;III;7.0;58.0
3560398;IN;Traject5;2018-05-15 05:45:23.180;67;III;7.0;58.0
3560755;IN;Traject4;2018-05-15 06:08:33.053;67;III;7.0;58.0
3562102;IN;Traject3;2018-05-15 06:13:02.430;67;III;7.0;58.0
3562135;IN;Traject2;2018-05-15 06:19:02.580;67;III;7.0;58.0
3562222;IN;Traject1;2018-05-15 06:34:02.340;67;III;7.0;58.0
3565598;IN;Traject1;2018-05-16 21:30:30.887;68;III;7.0;58.0
3566176;IN;Traject2;2018-05-16 21:44:02.020;68;III;7.0;58.0
3568720;IN;Traject3;2018-05-16 22:01:15.367;68;III;7.0;58.0
3569117;IN;Traject4;2018-05-16 22:08:20.430;68;III;7.0;58.0
3569308;IN;Traject5;2018-05-16 22:13:27.533;68;III;7.0;58.0
3569752;IN;Traject6;2018-05-16 22:43:36.670;68;III;7.0;58.0
3618870;IN;Traject5;2018-05-29 05:45:53.673;69;III;7.0;58.0
3618997;IN;Traject4;2018-05-29 06:07:04.780;70;III;7.0;58.0
3619026;IN;Traject3;2018-05-29 06:11:54.143;71;III;7.0;58.0
3619064;IN;Traject2;2018-05-29 06:18:33.820;72;III;7.0;58.0
3619298;IN;Traject1;2018-05-29 06:36:43.453;73;III;7.0;58.0
1721178;IN;Traject1;2018-05-05 13:48:06.680;74;IV;8.0;80.0
1721480;IN;Traject2;2018-05-05 14:00:14.433;74;IV;8.0;80.0
1722126;IN;Traject3;2018-05-05 14:16:20.943;74;IV;8.0;80.0
1722219;IN;Traject4;2018-05-05 14:24:32.280;74;IV;8.0;80.0
1722318;IN;Traject5;2018-05-05 14:33:50.873;74;IV;8.0;80.0
1723042;IN;Traject6;2018-05-05 14:59:31.610;74;IV;8.0;80.0
1724921;IN;Traject6;2018-05-24 11:58:58.420;75;IV;8.0;80.0
1725594;IN;Traject5;2018-05-24 12:30:38.907;75;IV;8.0;80.0
1726081;IN;Traject4;2018-05-24 13:00:58.543;75;IV;8.0;80.0
1726164;IN;Traject3;2018-05-24 13:07:39.193;75;IV;8.0;80.0
1726267;IN;Traject2;2018-05-24 13:17:38.967;75;IV;8.0;80.0
1726813;IN;Traject1;2018-05-24 13:43:23.473;75;IV;8.0;80.0
4041768;IN;Traject6;2018-05-04 10:36:28.003;76;Va;10.0;85.0
4041987;IN;Traject5;2018-05-04 11:18:43.320;76;Va;10.0;85.0
4042150;IN;Traject4;2018-05-04 11:45:54.163;76;Va;10.0;85.0
4042183;IN;Traject3;2018-05-04 11:51:23.903;76;Va;10.0;85.0
4042221;IN;Traject2;2018-05-04 11:58:22.790;76;Va;10.0;85.0
4042347;IN;Traject1;2018-05-04 12:25:38.423;76;Va;10.0;85.0
4042740;IN;Traject1;2018-05-07 15:47:45.380;77;Va;10.0;85.0
4042880;IN;Traject2;2018-05-07 16:00:20.300;77;Va;10.0;85.0
4043016;IN;Traject3;2018-05-07 16:22:32.140;77;Va;10.0;85.0
4043056;IN;Traject4;2018-05-07 16:30:32.300;77;Va;10.0;85.0
4043087;IN;Traject5;2018-05-07 16:35:42.360;77;Va;10.0;85.0
4043237;IN;Traject6;2018-05-07 17:00:52.463;77;Va;10.0;85.0
478934;IN;Traject1;2018-05-30 12:18:50.370;78;III;5.0;57.0
479265;IN;Traject2;2018-05-30 12:32:36.463;78;III;5.0;57.0
479487;IN;Traject3;2018-05-30 12:49:51.110;78;III;5.0;57.0
479573;IN;Traject4;2018-05-30 12:57:16.533;78;III;5.0;57.0
480005;IN;Traject5;2018-05-30 13:03:16.673;78;III;5.0;57.0
481168;IN;Traject6;2018-05-30 13:58:27.317;78;III;5.0;57.0
485209;IN;Traject5;2018-05-31 18:13:26.377;79;III;5.0;57.0
485921;IN;Traject4;2018-05-31 18:37:37.107;80;III;5.0;57.0
486120;IN;Traject3;2018-05-31 18:41:35.973;81;III;5.0;57.0
486152;IN;Traject2;2018-05-31 18:47:16.340;82;III;5.0;57.0
486443;IN;Traject1;2018-05-31 19:00:46.473;83;III;5.0;57.0
1495727;IN;Traject1;2018-05-21 06:57:08.670;84;I;5.0;39.0
1496144;IN;Traject2;2018-05-21 07:14:31.790;84;I;5.0;39.0
1496620;IN;Traject3;2018-05-21 07:36:00.713;84;I;5.0;39.0
1496935;IN;Traject4;2018-05-21 07:45:21.553;84;I;5.0;39.0
1497028;IN;Traject5;2018-05-21 07:54:11.567;84;I;5.0;39.0
1497568;IN;Traject6;2018-05-21 08:33:50.697;84;I;5.0;39.0
4044237;IN;Traject1;2018-05-04 12:46:53.527;85;IV;9.0;80.0
4044303;IN;Traject2;2018-05-04 13:03:23.210;85;IV;9.0;80.0
4044376;IN;Traject3;2018-05-04 13:24:24.773;85;IV;9.0;80.0
4044416;IN;Traject4;2018-05-04 13:32:43.783;85;IV;9.0;80.0
4044455;IN;Traject5;2018-05-04 13:39:24.230;85;IV;9.0;80.0
4044685;IN;Traject6;2018-05-04 14:17:43.463;85;IV;9.0;80.0
702990;IN;Traject1;2018-05-08 12:41:12.260;86;IV;9.0;80.0
703788;IN;Traject2;2018-05-08 12:59:11.030;86;IV;9.0;80.0
705704;IN;Traject3;2018-05-08 13:21:44.743;86;IV;9.0;80.0
706476;IN;Traject4;2018-05-08 13:29:54.377;86;IV;9.0;80.0
706777;IN;Traject5;2018-05-08 13:35:45.277;86;IV;9.0;80.0
710386;IN;Traject6;2018-05-08 14:08:44.553;86;IV;9.0;80.0
4264149;IN;Traject1;2018-05-22 06:02:57.493;87;II;6.0;39.0
4264297;IN;Traject2;2018-05-22 06:17:57.473;87;II;6.0;39.0
4264413;IN;Traject3;2018-05-22 06:36:34.490;87;II;6.0;39.0
4264460;IN;Traject4;2018-05-22 06:44:43.787;87;II;6.0;39.0
4264495;IN;Traject5;2018-05-22 06:50:45.177;87;II;6.0;39.0
4264764;IN;Traject6;2018-05-22 07:36:15.193;87;II;6.0;39.0
3658335;IN;Traject1;2018-05-22 08:34:49.427;88;II;6.0;39.0
3659130;IN;Traject2;2018-05-22 08:50:06.843;88;II;6.0;39.0
3659233;IN;Traject3;2018-05-22 09:08:41.437;88;II;6.0;39.0
3659389;IN;Traject4;2018-05-22 09:16:40.300;88;II;6.0;39.0
3659410;IN;Traject5;2018-05-22 09:23:40.993;88;II;6.0;39.0
3661930;IN;Traject6;2018-05-22 10:39:21.323;88;II;6.0;39.0
3666291;IN;Traject1;2018-05-30 17:10:44.200;89;II;6.0;39.0
3666973;IN;Traject2;2018-05-30 17:25:33.743;89;II;6.0;39.0
3667521;IN;Traject3;2018-05-30 17:43:11.500;89;II;6.0;39.0
3667826;IN;Traject4;2018-05-30 17:51:02.200;89;II;6.0;39.0
3667860;IN;Traject5;2018-05-30 17:56:42.143;89;II;6.0;39.0
3697320;IN;Traject6;2018-05-31 06:41:45.503;89;II;6.0;39.0
406213;IN;Traject6;2018-05-23 23:39:33.563;90;IV;8.0;80.0
407460;IN;Traject5;2018-05-24 00:22:00.020;90;IV;8.0;80.0
407693;IN;Traject4;2018-05-24 00:48:27.423;90;IV;8.0;80.0
407905;IN;Traject3;2018-05-24 00:55:06.860;90;IV;8.0;80.0
408125;IN;Traject2;2018-05-24 01:03:33.493;90;IV;8.0;80.0
408749;IN;Traject1;2018-05-24 01:27:24.317;90;IV;8.0;80.0
1238083;IN;Traject1;2018-05-17 21:27:26.917;91;III;5.0;57.0
1238620;IN;Traject2;2018-05-17 21:41:42.637;91;III;5.0;57.0
1239561;IN;Traject3;2018-05-17 21:58:55.513;91;III;5.0;57.0
1239733;IN;Traject4;2018-05-17 22:06:15.717;91;III;5.0;57.0
1240027;IN;Traject5;2018-05-17 22:11:34.617;91;III;5.0;57.0
1251946;IN;Traject6;2018-05-18 06:00:56.550;91;III;5.0;57.0
3065885;IN;Traject6;2018-05-25 10:13:45.963;92;IV;9.0;85.0
3066652;IN;Traject5;2018-05-25 10:53:56.293;92;IV;9.0;85.0
3068497;IN;Traject4;2018-05-25 12:15:36.140;92;IV;9.0;85.0
3068667;IN;Traject3;2018-05-25 12:21:55.430;92;IV;9.0;85.0
3068851;IN;Traject2;2018-05-25 12:30:35.040;92;IV;9.0;85.0
3069369;IN;Traject1;2018-05-25 12:51:26.697;92;IV;9.0;85.0
3245714;IN;Traject1;2018-05-28 13:56:30.373;93;IV;9.0;85.0
3246435;IN;Traject2;2018-05-28 14:11:08.013;93;IV;9.0;85.0
3247080;IN;Traject3;2018-05-28 14:37:03.423;93;IV;9.0;85.0
3247170;IN;Traject4;2018-05-28 14:44:52.900;93;IV;9.0;85.0
3247204;IN;Traject5;2018-05-28 14:50:32.997;93;IV;9.0;85.0
3248560;IN;Traject6;2018-05-28 15:47:52.463;93;IV;9.0;85.0
4076719;IN;Traject3;2018-05-01 06:00:39.647;94;I;5.0;39.0
4076769;IN;Traject4;2018-05-01 06:09:00.993;94;I;5.0;39.0
4076804;IN;Traject5;2018-05-01 06:15:01.320;94;I;5.0;39.0
4076968;IN;Traject6;2018-05-01 06:42:39.887;94;I;5.0;39.0
4077758;IN;Traject6;2018-05-04 08:41:35.523;95;I;5.0;39.0
4077941;IN;Traject5;2018-05-04 09:13:54.783;95;I;5.0;39.0
4078096;IN;Traject4;2018-05-04 09:40:45.890;95;I;5.0;39.0
4078123;IN;Traject3;2018-05-04 09:45:25.233;95;I;5.0;39.0
4078162;IN;Traject2;2018-05-04 09:52:04.970;95;I;5.0;39.0
4078249;IN;Traject1;2018-05-04 10:06:44.980;95;I;5.0;39.0
